p,scenario,trial,seed,n_transmissions,conclusive_count,conclusive_fraction,qber,exact_qber,difference_from_exact,exact_conclusive_probability,difference_conclusive
0.05,single,1,3135259554,1000,255,0.255,0.050980392156862744,0.06249999999999991,-0.011519607843137165,0.26666666666666655,-0.011666666666666548
0.05,single,2,1677013899,1000,265,0.265,0.06037735849056604,0.06249999999999991,-0.0021226415094338716,0.26666666666666655,-0.0016666666666665386
0.05,single,3,2928645124,1000,260,0.26,0.09615384615384616,0.06249999999999991,0.03365384615384625,0.26666666666666655,-0.006666666666666543
0.05,single,4,1447825299,1000,269,0.269,0.03345724907063197,0.06249999999999991,-0.029042750929367943,0.26666666666666655,0.002333333333333465
0.05,single,5,4116432249,1000,246,0.246,0.06097560975609756,0.06249999999999991,-0.0015243902439023502,0.26666666666666655,-0.020666666666666555
0.05,single,6,4076073668,1000,270,0.27,0.06666666666666667,0.06249999999999991,0.004166666666666756,0.26666666666666655,0.003333333333333466
0.05,single,7,1857187187,1000,238,0.238,0.06722689075630252,0.06249999999999991,0.004726890756302608,0.26666666666666655,-0.028666666666666563
0.05,single,8,9744280,1000,278,0.278,0.0539568345323741,0.06249999999999991,-0.008543165467625811,0.26666666666666655,0.011333333333333473
0.05,single,9,1287094719,1000,269,0.269,0.05204460966542751,0.06249999999999991,-0.0104553903345724,0.26666666666666655,0.002333333333333465
0.05,single,10,202915831,1000,293,0.293,0.06143344709897611,0.06249999999999991,-0.0010665529010238026,0.26666666666666655,0.02633333333333343
0.05,single,11,3738863473,1000,260,0.26,0.04230769230769231,0.06249999999999991,-0.0201923076923076,0.26666666666666655,-0.006666666666666543
0.05,single,12,506115304,1000,250,0.25,0.06,0.06249999999999991,-0.002499999999999912,0.26666666666666655,-0.016666666666666552
0.05,single,13,3233618267,1000,243,0.243,0.053497942386831275,0.06249999999999991,-0.009002057613168635,0.26666666666666655,-0.023666666666666558
0.05,single,14,3488946165,1000,282,0.282,0.0673758865248227,0.06249999999999991,0.004875886524822785,0.26666666666666655,0.015333333333333421
0.05,single,15,640812623,1000,280,0.28,0.05714285714285714,0.06249999999999991,-0.005357142857142769,0.26666666666666655,0.013333333333333475
0.05,single,16,2472041614,1000,259,0.259,0.08108108108108109,0.06249999999999991,0.018581081081081176,0.26666666666666655,-0.007666666666666544
0.05,single,17,418210093,1000,260,0.26,0.09230769230769231,0.06249999999999991,0.029807692307692403,0.26666666666666655,-0.006666666666666543
0.05,single,18,2044226099,1000,258,0.258,0.050387596899224806,0.06249999999999991,-0.012112403100775104,0.26666666666666655,-0.008666666666666545
0.05,single,19,4223243877,1000,269,0.269,0.08178438661710037,0.06249999999999991,0.01928438661710046,0.26666666666666655,0.002333333333333465
0.05,single,20,2066711792,1000,279,0.279,0.06810035842293907,0.06249999999999991,0.005600358422939163,0.26666666666666655,0.012333333333333474
0.05,single,21,103444619,1000,264,0.264,0.08333333333333333,0.06249999999999991,0.02083333333333342,0.26666666666666655,-0.0026666666666665395
0.05,single,22,4051905477,1000,259,0.259,0.08108108108108109,0.06249999999999991,0.018581081081081176,0.26666666666666655,-0.007666666666666544
0.05,single,23,2783045512,1000,281,0.281,0.05338078291814947,0.06249999999999991,-0.009119217081850442,0.26666666666666655,0.014333333333333476
0.05,single,24,2190511621,1000,264,0.264,0.08712121212121213,0.06249999999999991,0.024621212121212217,0.26666666666666655,-0.0026666666666665395
0.05,single,25,3986511465,1000,257,0.257,0.07003891050583658,0.06249999999999991,0.007538910505836667,0.26666666666666655,-0.009666666666666546
0.05,single,26,1610102409,1000,296,0.296,0.060810810810810814,0.06249999999999991,-0.0016891891891890956,0.26666666666666655,0.029333333333333433
0.05,single,27,297188421,1000,288,0.288,0.06944444444444445,0.06249999999999991,0.006944444444444538,0.26666666666666655,0.021333333333333426
0.05,single,28,499162315,1000,269,0.269,0.055762081784386616,0.06249999999999991,-0.006737918215613294,0.26666666666666655,0.002333333333333465
0.05,single,29,3638990691,1000,270,0.27,0.08148148148148149,0.06249999999999991,0.01898148148148158,0.26666666666666655,0.003333333333333466
0.05,single,30,240943043,1000,278,0.278,0.0683453237410072,0.06249999999999991,0.00584532374100729,0.26666666666666655,0.011333333333333473
0.05,single,31,3128983712,1000,268,0.268,0.06343283582089553,0.06249999999999991,0.0009328358208956153,0.26666666666666655,0.001333333333333464
0.05,single,32,1562100451,1000,271,0.271,0.06273062730627306,0.06249999999999991,0.0002306273062731498,0.26666666666666655,0.004333333333333467
0.05,single,33,967296494,1000,266,0.266,0.06766917293233082,0.06249999999999991,0.0051691729323309135,0.26666666666666655,-0.0006666666666665377
0.05,single,34,704606103,1000,262,0.262,0.04961832061068702,0.06249999999999991,-0.012881679389312888,0.26666666666666655,-0.004666666666666541
0.05,single,35,1661106456,1000,279,0.279,0.07168458781362007,0.06249999999999991,0.009184587813620158,0.26666666666666655,0.012333333333333474
0.05,single,36,1717712697,1000,271,0.271,0.055350553505535055,0.06249999999999991,-0.007149446494464855,0.26666666666666655,0.004333333333333467
0.05,single,37,1231989569,1000,262,0.262,0.08015267175572519,0.06249999999999991,0.017652671755725276,0.26666666666666655,-0.004666666666666541
0.05,single,38,3467215438,1000,279,0.279,0.1003584229390681,0.06249999999999991,0.037858422939068194,0.26666666666666655,0.012333333333333474
0.05,single,39,3390228429,1000,238,0.238,0.058823529411764705,0.06249999999999991,-0.0036764705882352047,0.26666666666666655,-0.028666666666666563
0.05,single,40,232654730,1000,276,0.276,0.07246376811594203,0.06249999999999991,0.009963768115942122,0.26666666666666655,0.009333333333333471
0.05,single,41,2909951655,1000,262,0.262,0.04961832061068702,0.06249999999999991,-0.012881679389312888,0.26666666666666655,-0.004666666666666541
0.05,single,42,653841296,1000,251,0.251,0.06772908366533864,0.06249999999999991,0.005229083665338731,0.26666666666666655,-0.01566666666666655
0.05,single,43,3213970336,1000,240,0.24,0.0875,0.06249999999999991,0.025000000000000085,0.26666666666666655,-0.02666666666666656
0.05,single,44,786194933,1000,244,0.244,0.05737704918032787,0.06249999999999991,-0.00512295081967204,0.26666666666666655,-0.022666666666666557
0.05,single,45,63518783,1000,245,0.245,0.09795918367346938,0.06249999999999991,0.03545918367346947,0.26666666666666655,-0.021666666666666556
0.05,single,46,3816686330,1000,272,0.272,0.06985294117647059,0.06249999999999991,0.00735294117647068,0.26666666666666655,0.005333333333333468
0.05,single,47,626386911,1000,275,0.275,0.09090909090909091,0.06249999999999991,0.028409090909091002,0.26666666666666655,0.00833333333333347
0.05,single,48,604895210,1000,255,0.255,0.07058823529411765,0.06249999999999991,0.008088235294117736,0.26666666666666655,-0.011666666666666548
0.05,single,49,852897913,1000,271,0.271,0.06273062730627306,0.06249999999999991,0.0002306273062731498,0.26666666666666655,0.004333333333333467
0.05,single,50,4200207184,1000,289,0.289,0.04498269896193772,0.06249999999999991,-0.01751730103806219,0.26666666666666655,0.022333333333333427
0.06,single,1,1995247107,1000,286,0.286,0.04895104895104895,0.07407407407407413,-0.025123025123025174,0.26999999999999996,0.016000000000000014
0.06,single,2,428423340,1000,266,0.266,0.06766917293233082,0.07407407407407413,-0.006404901141743302,0.26999999999999996,-0.003999999999999948
0.06,single,3,1318256191,1000,284,0.284,0.08098591549295775,0.07407407407407413,0.006911841418883624,0.26999999999999996,0.014000000000000012
0.06,single,4,4063598728,1000,250,0.25,0.072,0.07407407407407413,-0.002074074074074131,0.26999999999999996,-0.019999999999999962
0.06,single,5,414458742,1000,245,0.245,0.11428571428571428,0.07407407407407413,0.04021164021164016,0.26999999999999996,-0.024999999999999967
0.06,single,6,3284276456,1000,276,0.276,0.07608695652173914,0.07407407407407413,0.00201288244766501,0.26999999999999996,0.006000000000000061
0.06,single,7,4158369656,1000,275,0.275,0.05454545454545454,0.07407407407407413,-0.019528619528619583,0.26999999999999996,0.00500000000000006
0.06,single,8,3575130850,1000,263,0.263,0.07604562737642585,0.07407407407407413,0.001971553302351728,0.26999999999999996,-0.006999999999999951
0.06,single,9,1145883681,1000,259,0.259,0.09652509652509653,0.07407407407407413,0.0224510224510224,0.26999999999999996,-0.010999999999999954
0.06,single,10,1717942058,1000,310,0.31,0.054838709677419356,0.07407407407407413,-0.01923536439665477,0.26999999999999996,0.040000000000000036
0.06,single,11,2798695254,1000,266,0.266,0.09398496240601503,0.07407407407407413,0.019910888331940907,0.26999999999999996,-0.003999999999999948
0.06,single,12,1405341360,1000,262,0.262,0.07633587786259542,0.07407407407407413,0.0022618037885212966,0.26999999999999996,-0.007999999999999952
0.06,single,13,3204888994,1000,275,0.275,0.09454545454545454,0.07407407407407413,0.020471380471380418,0.26999999999999996,0.00500000000000006
0.06,single,14,2932886749,1000,280,0.28,0.05714285714285714,0.07407407407407413,-0.016931216931216984,0.26999999999999996,0.010000000000000064
0.06,single,15,147223086,1000,264,0.264,0.04924242424242424,0.07407407407407413,-0.024831649831649885,0.26999999999999996,-0.00599999999999995
0.06,single,16,848624507,1000,268,0.268,0.10074626865671642,0.07407407407407413,0.026672194582642292,0.26999999999999996,-0.0019999999999999463
0.06,single,17,3375868616,1000,270,0.27,0.08888888888888889,0.07407407407407413,0.014814814814814767,0.26999999999999996,5.551115123125783e-17
0.06,single,18,3888287494,1000,277,0.277,0.05415162454873646,0.07407407407407413,-0.019922449525337664,0.26999999999999996,0.007000000000000062
0.06,single,19,549876293,1000,275,0.275,0.06181818181818182,0.07407407407407413,-0.012255892255892305,0.26999999999999996,0.00500000000000006
0.06,single,20,3117904464,1000,270,0.27,0.07037037037037037,0.07407407407407413,-0.0037037037037037507,0.26999999999999996,5.551115123125783e-17
0.06,single,21,1281364389,1000,255,0.255,0.09803921568627451,0.07407407407407413,0.023965141612200383,0.26999999999999996,-0.014999999999999958
0.06,single,22,2441438376,1000,284,0.284,0.05985915492957746,0.07407407407407413,-0.014214919144496664,0.26999999999999996,0.014000000000000012
0.06,single,23,1698529507,1000,272,0.272,0.08088235294117647,0.07407407407407413,0.006808278867102349,0.26999999999999996,0.0020000000000000573
0.06,single,24,910279604,1000,295,0.295,0.0711864406779661,0.07407407407407413,-0.002887633396108022,0.26999999999999996,0.025000000000000022
0.06,single,25,1914854570,1000,280,0.28,0.11071428571428571,0.07407407407407413,0.036640211640211584,0.26999999999999996,0.010000000000000064
0.06,single,26,2393556378,1000,276,0.276,0.08695652173913043,0.07407407407407413,0.012882447665056307,0.26999999999999996,0.006000000000000061
0.06,single,27,1000378649,1000,256,0.256,0.0703125,0.07407407407407413,-0.0037615740740741255,0.26999999999999996,-0.013999999999999957
0.06,single,28,1680583933,1000,273,0.273,0.07326007326007326,0.07407407407407413,-0.000814000814000862,0.26999999999999996,0.003000000000000058
0.06,single,29,2643856899,1000,276,0.276,0.08333333333333333,0.07407407407407413,0.009259259259259203,0.26999999999999996,0.006000000000000061
0.06,single,30,2378525420,1000,252,0.252,0.05952380952380952,0.07407407407407413,-0.014550264550264605,0.26999999999999996,-0.01799999999999996
0.06,single,31,2636365107,1000,269,0.269,0.09665427509293681,0.07407407407407413,0.022580201018862683,0.26999999999999996,-0.0009999999999999454
0.06,single,32,486919383,1000,285,0.285,0.056140350877192984,0.07407407407407413,-0.017933723196881142,0.26999999999999996,0.015000000000000013
0.06,single,33,406506161,1000,263,0.263,0.09505703422053231,0.07407407407407413,0.020982960146458188,0.26999999999999996,-0.006999999999999951
0.06,single,34,900468070,1000,279,0.279,0.07526881720430108,0.07407407407407413,0.0011947431302269523,0.26999999999999996,0.009000000000000064
0.06,single,35,3123887782,1000,270,0.27,0.08148148148148149,0.07407407407407413,0.007407407407407363,0.26999999999999996,5.551115123125783e-17
0.06,single,36,383038800,1000,282,0.282,0.07446808510638298,0.07407407407407413,0.0003940110323088497,0.26999999999999996,0.01200000000000001
0.06,single,37,2702129789,1000,275,0.275,0.09090909090909091,0.07407407407407413,0.016835016835016786,0.26999999999999996,0.00500000000000006
0.06,single,38,1385547827,1000,258,0.258,0.10465116279069768,0.07407407407407413,0.030577088716623554,0.26999999999999996,-0.011999999999999955
0.06,single,39,3926479446,1000,276,0.276,0.09057971014492754,0.07407407407407413,0.01650563607085341,0.26999999999999996,0.006000000000000061
0.06,single,40,1232446383,1000,285,0.285,0.05964912280701754,0.07407407407407413,-0.014424951267056584,0.26999999999999996,0.015000000000000013
0.06,single,41,2188518490,1000,270,0.27,0.08888888888888889,0.07407407407407413,0.014814814814814767,0.26999999999999996,5.551115123125783e-17
0.06,single,42,3843233402,1000,258,0.258,0.05813953488372093,0.07407407407407413,-0.015934539190353196,0.26999999999999996,-0.011999999999999955
0.06,single,43,2062108022,1000,294,0.294,0.05442176870748299,0.07407407407407413,-0.019652305366591134,0.26999999999999996,0.02400000000000002
0.06,single,44,1367477753,1000,282,0.282,0.0851063829787234,0.07407407407407413,0.011032308904649277,0.26999999999999996,0.01200000000000001
0.06,single,45,2493663056,1000,251,0.251,0.07171314741035857,0.07407407407407413,-0.002360926663715554,0.26999999999999996,-0.01899999999999996
0.06,single,46,627432947,1000,262,0.262,0.06870229007633588,0.07407407407407413,-0.005371783997738244,0.26999999999999996,-0.007999999999999952
0.06,single,47,1422876866,1000,268,0.268,0.048507462686567165,0.07407407407407413,-0.02556661138750696,0.26999999999999996,-0.0019999999999999463
0.06,single,48,1186544163,1000,274,0.274,0.08029197080291971,0.07407407407407413,0.006217896728845582,0.26999999999999996,0.004000000000000059
0.06,single,49,2062859706,1000,298,0.298,0.1040268456375839,0.07407407407407413,0.02995277156350977,0.26999999999999996,0.028000000000000025
0.06,single,50,4225091084,1000,269,0.269,0.06691449814126393,0.07407407407407413,-0.0071595759328101916,0.26999999999999996,-0.0009999999999999454
0.07,single,1,3013584588,1000,272,0.272,0.11029411764705882,0.08536585365853658,0.024928263988522242,0.27333333333333326,-0.001333333333333242
0.07,single,2,1880981426,1000,269,0.269,0.05947955390334572,0.08536585365853658,-0.025886299755190856,0.27333333333333326,-0.004333333333333245
0.07,single,3,144888023,1000,285,0.285,0.10877192982456141,0.08536585365853658,0.02340607616602483,0.27333333333333326,0.011666666666666714
0.07,single,4,600046807,1000,235,0.235,0.07234042553191489,0.08536585365853658,-0.013025428126621691,0.27333333333333326,-0.038333333333333275
0.07,single,5,1188080724,1000,265,0.265,0.08679245283018867,0.08536585365853658,0.001426599171652096,0.27333333333333326,-0.008333333333333248
0.07,single,6,2732725969,1000,292,0.292,0.0958904109589041,0.08536585365853658,0.010524557300367526,0.27333333333333326,0.01866666666666672
0.07,single,7,1333326519,1000,266,0.266,0.10526315789473684,0.08536585365853658,0.01989730423620026,0.27333333333333326,-0.007333333333333247
0.07,single,8,4062343884,1000,292,0.292,0.0821917808219178,0.08536585365853658,-0.0031740728366187743,0.27333333333333326,0.01866666666666672
0.07,single,9,3686647141,1000,269,0.269,0.07063197026022305,0.08536585365853658,-0.014733883398313524,0.27333333333333326,-0.004333333333333245
0.07,single,10,1475982757,1000,287,0.287,0.10801393728222997,0.08536585365853658,0.022648083623693388,0.27333333333333326,0.013666666666666716
0.07,single,11,762381542,1000,281,0.281,0.09252669039145907,0.08536585365853658,0.00716083673292249,0.27333333333333326,0.007666666666666766
